Date,Custom dimension 8,Custom dimension 6,Custom dimension 13,Custom dimension 3,Custom dimension 10,Custom dimension 9,Custom dimension 1,Total events
2018-10-21,508655256.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,519561879.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,519561879.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,519561879.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,519561879.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,519561879.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,532078252.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,532078252.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,3
2018-10-21,532078252.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Perry Gives an Update on Porzingis,1
2018-10-21,532078252.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,icymi-knicks-101518,1
2018-10-21,550455481.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,550455481.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,550455481.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,550455481.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,3
2018-10-21,550455481.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,563385801.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,563385801.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,563385801.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway Nails Huge 3,1
2018-10-21,563385801.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,567095195.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,567095195.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,567095195.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway Nails Huge 3,1
2018-10-21,567095195.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,567324722.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,582770325.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,582770325.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,593754273.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,593754273.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway Nails Huge 3,1
2018-10-21,593754273.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Trier Drives Hard for the And-1,1
2018-10-21,593754273.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,593754273.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,593754273.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,593754273.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,611047735.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,626079449.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,630259653.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,630259653.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,641342697.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,641342697.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,662247883.2,New York Knicks,2018011723,Knicks at Grizzlies 2018-01-17,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,662247883.2,New York Knicks,2018011723,Knicks at Grizzlies 2018-01-17,Player Interview,Post Game,Lee's Take on Late Technical,1
2018-10-21,669127398.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,669127398.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,669127398.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway Nails Huge 3,1
2018-10-21,669127398.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Trier Drives Hard for the And-1,1
2018-10-21,669127398.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,669127398.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,669127398.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,669127398.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,669127398.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,669127398.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,697433970.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,697433970.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,697433970.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,697433970.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Trier Drives Hard for the And-1,1
2018-10-21,697433970.1,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,719747108.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,3
2018-10-21,719747108.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,3
2018-10-21,719747108.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,719747108.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,721634940.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,721634940.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,729671961.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Segment,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,729671961.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Segment,Post Game,MSG 150: Can Your Dog Do This?,1
2018-10-21,729671961.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Segment,Post Game,Perry Gives an Update on Porzingis,1
2018-10-21,729671961.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Segment,Post Game,icymi-knicks-101518,1
2018-10-21,773949787.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,773949787.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,791717836.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,791717836.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,3
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway Nails Huge 3,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Hardaway With the Euro Step,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Trier Drives Hard for the And-1,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Knox Looking to be Aggressive,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,MSG 150: Did the Timberwolves Fans Boo Jimmy Butler on Opening Night?,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Ntilikina Happy to be Named Starter,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Perry Gives an Update on Porzingis,1
2018-10-21,801846055.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,icymi-knicks-101518,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,802452282.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Perry Gives an Update on Porzingis,1
2018-10-21,810486063.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Feature,Post Game,Stars at the Game: Knicks-Celtics,1
2018-10-21,810486063.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,829499928.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,838076231.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,838076231.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,857826099.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,3
2018-10-21,886120735.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,886120735.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Highlight Clip,Post Game,Highlight: Vonleh Throws It Down,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Highlight: Hardaway With the Euro Step,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Knox Looking to be Aggressive,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,MSG 150: Did the Timberwolves Fans Boo Jimmy Butler on Opening Night?,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Ntilikina Happy to be Named Starter,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Perry Gives an Update on Porzingis,1
2018-10-21,906928764.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,icymi-knicks-101518,1
2018-10-21,924056249.2,New York Knicks,2018101923,Knicks at Nets 2018-10-19,Highlights Analysis,Post Game,Highlights & Analysis: Knicks Fall In Final Seconds To Nets,1
2018-10-21,938230532.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,938230532.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,938230532.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Burke Goes Over What Happened at the End of the Game,1
2018-10-21,938230532.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,3
2018-10-21,938230532.2,New York Knicks,2018102023,Knicks vs Celtics 2018-10-20,Player Interview,Post Game,Hardaway Happy With the Way Knicks Competed vs. Celtics,1
2018-10-21,938837600.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-21,938837600.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
2018-10-21,939705767.2,New York Knicks,2018102022,Knicks vs Celtics 2018-10-20,Coach Interview,Post Game,Fizdale: This Was an Education,1
